task,dataset,model,metric,value
Question Answering,bbh_temporal_sequences,12b-mn-dans-reasoning-test-3,accuracy_norm,0.248
Question Answering,bbh_tracking_shuffled_objects_five_objects,12b-mn-dans-reasoning-test-3,accuracy_norm,0.224
Question Answering,bbh_tracking_shuffled_objects_seven_objects,12b-mn-dans-reasoning-test-3,accuracy_norm,0.144
Question Answering,bbh_tracking_shuffled_objects_three_objects,12b-mn-dans-reasoning-test-3,accuracy_norm,0.348
Question Answering,bbh_web_of_lies,12b-mn-dans-reasoning-test-3,accuracy_norm,0.508
Question Answering,gpqa,12b-mn-dans-reasoning-test-3,accuracy_norm,0.2709731543624161
Question Answering,gpqa_diamond,12b-mn-dans-reasoning-test-3,accuracy_norm,0.2474747474747475
Question Answering,gpqa_extended,12b-mn-dans-reasoning-test-3,accuracy_norm,0.2783882783882784
Question Answering,GPQA,12b-mn-dans-reasoning-test-3,accuracy_norm,0.2723214285714285
Question Answering,math_algebra_hard,12b-mn-dans-reasoning-test-3,exact_match,0.1172638436482084
Question Answering,math_counting_and_prob_hard,12b-mn-dans-reasoning-test-3,exact_match,0.073170731707317
Question Answering,math_geometry_hard,12b-mn-dans-reasoning-test-3,exact_match,0.0378787878787878
Question Answering,math_hard,12b-mn-dans-reasoning-test-3,exact_match,0.0777945619335347
Question Answering,math_intermediate_algebra_hard,12b-mn-dans-reasoning-test-3,exact_match,0.0321428571428571
Question Answering,math_num_theory_hard,12b-mn-dans-reasoning-test-3,exact_match,0.0454545454545454
Question Answering,math_prealgebra_hard,12b-mn-dans-reasoning-test-3,exact_match,0.1813471502590673
Question Answering,math_precalculus_hard,12b-mn-dans-reasoning-test-3,exact_match,0.0148148148148148
Question Answering,MMLU-Pro,12b-mn-dans-reasoning-test-3,accuracy,0.2515791223404255
Question Answering,musr,12b-mn-dans-reasoning-test-3,accuracy_norm,0.4153439153439153
Question Answering,musr_murder_mysteries,12b-mn-dans-reasoning-test-3,accuracy_norm,0.528
Question Answering,musr_object_placements,12b-mn-dans-reasoning-test-3,accuracy_norm,0.23828125
Question Answering,musr_team_allocation,12b-mn-dans-reasoning-test-3,accuracy_norm,0.484
Question Answering,Big-bench Hard,13-outof-32-pruned-layers-llama3-1-8b,accuracy_norm,0.2844992188856101
Question Answering,bbh_boolean_expressions,13-outof-32-pruned-layers-llama3-1-8b,accuracy_norm,0.46
Question Answering,bbh_causal_judgement,13-outof-32-pruned-layers-llama3-1-8b,accuracy_norm,0.5187165775401069
Question Answering,bbh_date_understanding,13-outof-32-pruned-layers-llama3-1-8b,accuracy_norm,0.188
Question Answering,bbh_disambiguation_qa,13-outof-32-pruned-layers-llama3-1-8b,accuracy_norm,0.32
Question Answering,bbh_formal_fallacies,13-outof-32-pruned-layers-llama3-1-8b,accuracy_norm,0.468
Question Answering,bbh_geometric_shapes,13-outof-32-pruned-layers-llama3-1-8b,accuracy_norm,0.056
Question Answering,bbh_hyperbaton,13-outof-32-pruned-layers-llama3-1-8b,accuracy_norm,0.52
Question Answering,bbh_logical_deduction_five_objects,13-outof-32-pruned-layers-llama3-1-8b,accuracy_norm,0.188
Question Answering,bbh_logical_deduction_seven_objects,13-outof-32-pruned-layers-llama3-1-8b,accuracy_norm,0.156
Question Answering,bbh_logical_deduction_three_objects,13-outof-32-pruned-layers-llama3-1-8b,accuracy_norm,0.32
Question Answering,bbh_movie_recommendation,13-outof-32-pruned-layers-llama3-1-8b,accuracy_norm,0.276
Question Answering,bbh_navigate,13-outof-32-pruned-layers-llama3-1-8b,accuracy_norm,0.42
Question Answering,bbh_object_counting,13-outof-32-pruned-layers-llama3-1-8b,accuracy_norm,0.076
Question Answering,bbh_penguins_in_a_table,13-outof-32-pruned-layers-llama3-1-8b,accuracy_norm,0.1986301369863013
Question Answering,bbh_reasoning_about_colored_objects,13-outof-32-pruned-layers-llama3-1-8b,accuracy_norm,0.06
Question Answering,bbh_ruin_names,13-outof-32-pruned-layers-llama3-1-8b,accuracy_norm,0.224
Question Answering,bbh_salient_translation_error_detection,13-outof-32-pruned-layers-llama3-1-8b,accuracy_norm,0.116
Question Answering,bbh_snarks,13-outof-32-pruned-layers-llama3-1-8b,accuracy_norm,0.5224719101123596
Question Answering,bbh_sports_understanding,13-outof-32-pruned-layers-llama3-1-8b,accuracy_norm,0.46
Question Answering,bbh_temporal_sequences,13-outof-32-pruned-layers-llama3-1-8b,accuracy_norm,0.224
Question Answering,bbh_tracking_shuffled_objects_five_objects,13-outof-32-pruned-layers-llama3-1-8b,accuracy_norm,0.208
Question Answering,bbh_tracking_shuffled_objects_seven_objects,13-outof-32-pruned-layers-llama3-1-8b,accuracy_norm,0.132
Question Answering,bbh_tracking_shuffled_objects_three_objects,13-outof-32-pruned-layers-llama3-1-8b,accuracy_norm,0.32
Question Answering,bbh_web_of_lies,13-outof-32-pruned-layers-llama3-1-8b,accuracy_norm,0.488
Question Answering,gpqa,13-outof-32-pruned-layers-llama3-1-8b,accuracy_norm,0.259228187919463
Question Answering,gpqa_diamond,13-outof-32-pruned-layers-llama3-1-8b,accuracy_norm,0.2525252525252525
Question Answering,gpqa_extended,13-outof-32-pruned-layers-llama3-1-8b,accuracy_norm,0.2637362637362637
Question Answering,GPQA,13-outof-32-pruned-layers-llama3-1-8b,accuracy_norm,0.2566964285714285
Question Answering,math_algebra_hard,13-outof-32-pruned-layers-llama3-1-8b,exact_match,0.0
Question Answering,math_counting_and_prob_hard,13-outof-32-pruned-layers-llama3-1-8b,exact_match,0.0
Question Answering,math_geometry_hard,13-outof-32-pruned-layers-llama3-1-8b,exact_match,0.0
Question Answering,math_hard,13-outof-32-pruned-layers-llama3-1-8b,exact_match,0.0
Question Answering,math_intermediate_algebra_hard,13-outof-32-pruned-layers-llama3-1-8b,exact_match,0.0
Question Answering,math_num_theory_hard,13-outof-32-pruned-layers-llama3-1-8b,exact_match,0.0
Question Answering,math_prealgebra_hard,13-outof-32-pruned-layers-llama3-1-8b,exact_match,0.0
Question Answering,math_precalculus_hard,13-outof-32-pruned-layers-llama3-1-8b,exact_match,0.0
Question Answering,MMLU-Pro,13-outof-32-pruned-layers-llama3-1-8b,accuracy,0.1128656914893617
Question Answering,musr,13-outof-32-pruned-layers-llama3-1-8b,accuracy_norm,0.3796296296296296
Question Answering,musr_murder_mysteries,13-outof-32-pruned-layers-llama3-1-8b,accuracy_norm,0.5
Question Answering,musr_object_placements,13-outof-32-pruned-layers-llama3-1-8b,accuracy_norm,0.29296875
Question Answering,musr_team_allocation,13-outof-32-pruned-layers-llama3-1-8b,accuracy_norm,0.348
Question Answering,ARC (AI2 Reasoning Challenge),14b,accuracy_norm,0.5699658703071673
Question Answering,Big-bench Hard,14b,accuracy_norm,0.467453567089047
Question Answering,bbh_boolean_expressions,14b,accuracy_norm,0.68
Question Answering,bbh_causal_judgement,14b,accuracy_norm,0.5775401069518716
Question Answering,bbh_date_understanding,14b,accuracy_norm,0.468
Question Answering,bbh_disambiguation_qa,14b,accuracy_norm,0.532
Question Answering,bbh_formal_fallacies,14b,accuracy_norm,0.532
Question Answering,bbh_geometric_shapes,14b,accuracy_norm,0.464
Question Answering,bbh_hyperbaton,14b,accuracy_norm,0.684
Question Answering,bbh_logical_deduction_five_objects,14b,accuracy_norm,0.4000000000000001
Question Answering,bbh_logical_deduction_seven_objects,14b,accuracy_norm,0.344
Question Answering,bbh_logical_deduction_three_objects,14b,accuracy_norm,0.492
Question Answering,bbh_movie_recommendation,14b,accuracy_norm,0.668
Question Answering,bbh_navigate,14b,accuracy_norm,0.596
Question Answering,bbh_object_counting,14b,accuracy_norm,0.384
Question Answering,bbh_penguins_in_a_table,14b,accuracy_norm,0.4383561643835616
Question Answering,bbh_reasoning_about_colored_objects,14b,accuracy_norm,0.448
Question Answering,bbh_ruin_names,14b,accuracy_norm,0.368
Question Answering,bbh_salient_translation_error_detection,14b,accuracy_norm,0.364
Question Answering,bbh_snarks,14b,accuracy_norm,0.6292134831460674
Question Answering,bbh_sports_understanding,14b,accuracy_norm,0.7440000000000001
Question Answering,bbh_temporal_sequences,14b,accuracy_norm,0.256
Question Answering,bbh_tracking_shuffled_objects_five_objects,14b,accuracy_norm,0.176
Question Answering,bbh_tracking_shuffled_objects_seven_objects,14b,accuracy_norm,0.14
Question Answering,bbh_tracking_shuffled_objects_three_objects,14b,accuracy_norm,0.348
Question Answering,bbh_web_of_lies,14b,accuracy_norm,0.548
Question Answering,gpqa,14b,accuracy_norm,0.3028523489932886
Question Answering,gpqa_diamond,14b,accuracy_norm,0.308080808080808
Question Answering,gpqa_extended,14b,accuracy_norm,0.2948717948717949
Question Answering,GPQA,14b,accuracy_norm,0.3102678571428571
Question Answering,math_algebra_hard,14b,exact_match,0.1140065146579804
Question Answering,math_counting_and_prob_hard,14b,exact_match,0.035230352303523
Question Answering,math_geometry_hard,14b,exact_match,0.0101010101010101
Question Answering,math_hard,14b,exact_match,0.0495971802618328
Question Answering,math_intermediate_algebra_hard,14b,exact_match,0.0107142857142857
Question Answering,math_num_theory_hard,14b,exact_match,0.0129870129870129
Question Answering,math_prealgebra_hard,14b,exact_match,0.0915371329879101
Question Answering,math_precalculus_hard,14b,exact_match,0.0172839506172839
Question Answering,MMLU-Pro,14b,accuracy,0.3221409574468085
Question Answering,musr,14b,accuracy_norm,0.4153439153439153
Question Answering,musr_murder_mysteries,14b,accuracy_norm,0.548
Question Answering,musr_object_placements,14b,accuracy_norm,0.3984375
Question Answering,musr_team_allocation,14b,accuracy_norm,0.3
Question Answering,Big-bench Hard,1parammyl-8b-modelstock,accuracy_norm,0.5191806977955216
Question Answering,bbh_boolean_expressions,1parammyl-8b-modelstock,accuracy_norm,0.816
Question Answering,bbh_causal_judgement,1parammyl-8b-modelstock,accuracy_norm,0.5882352941176471
Question Answering,bbh_date_understanding,1parammyl-8b-modelstock,accuracy_norm,0.408
Question Answering,bbh_disambiguation_qa,1parammyl-8b-modelstock,accuracy_norm,0.532
Question Answering,bbh_formal_fallacies,1parammyl-8b-modelstock,accuracy_norm,0.552
Question Answering,bbh_geometric_shapes,1parammyl-8b-modelstock,accuracy_norm,0.384
Question Answering,bbh_hyperbaton,1parammyl-8b-modelstock,accuracy_norm,0.6880000000000001
Question Answering,bbh_logical_deduction_five_objects,1parammyl-8b-modelstock,accuracy_norm,0.364
Question Answering,bbh_logical_deduction_seven_objects,1parammyl-8b-modelstock,accuracy_norm,0.388
Question Answering,bbh_logical_deduction_three_objects,1parammyl-8b-modelstock,accuracy_norm,0.592
Question Answering,bbh_movie_recommendation,1parammyl-8b-modelstock,accuracy_norm,0.588
Question Answering,bbh_navigate,1parammyl-8b-modelstock,accuracy_norm,0.628
Question Answering,bbh_object_counting,1parammyl-8b-modelstock,accuracy_norm,0.42
Question Answering,bbh_penguins_in_a_table,1parammyl-8b-modelstock,accuracy_norm,0.4931506849315068
Question Answering,bbh_reasoning_about_colored_objects,1parammyl-8b-modelstock,accuracy_norm,0.612
Question Answering,bbh_ruin_names,1parammyl-8b-modelstock,accuracy_norm,0.7200000000000001
Question Answering,bbh_salient_translation_error_detection,1parammyl-8b-modelstock,accuracy_norm,0.528
Question Answering,bbh_snarks,1parammyl-8b-modelstock,accuracy_norm,0.6966292134831461
Question Answering,bbh_sports_understanding,1parammyl-8b-modelstock,accuracy_norm,0.7120000000000001
Question Answering,bbh_temporal_sequences,1parammyl-8b-modelstock,accuracy_norm,0.484
Question Answering,bbh_tracking_shuffled_objects_five_objects,1parammyl-8b-modelstock,accuracy_norm,0.24
Question Answering,bbh_tracking_shuffled_objects_seven_objects,1parammyl-8b-modelstock,accuracy_norm,0.188
Question Answering,bbh_tracking_shuffled_objects_three_objects,1parammyl-8b-modelstock,accuracy_norm,0.344
Question Answering,bbh_web_of_lies,1parammyl-8b-modelstock,accuracy_norm,0.552
Question Answering,gpqa,1parammyl-8b-modelstock,accuracy_norm,0.3238255033557047
Question Answering,gpqa_diamond,1parammyl-8b-modelstock,accuracy_norm,0.2828282828282828
Question Answering,gpqa_extended,1parammyl-8b-modelstock,accuracy_norm,0.3351648351648351
Question Answering,GPQA,1parammyl-8b-modelstock,accuracy_norm,0.328125
Question Answering,math_algebra_hard,1parammyl-8b-modelstock,exact_match,0.2812160694896851
Question Answering,math_counting_and_prob_hard,1parammyl-8b-modelstock,exact_match,0.08130081300813
Question Answering,math_geometry_hard,1parammyl-8b-modelstock,exact_match,0.0707070707070707
Question Answering,math_hard,1parammyl-8b-modelstock,exact_match,0.1424974823766364
Question Answering,math_intermediate_algebra_hard,1parammyl-8b-modelstock,exact_match,0.0214285714285714
Question Answering,math_num_theory_hard,1parammyl-8b-modelstock,exact_match,0.1038961038961038
Question Answering,math_prealgebra_hard,1parammyl-8b-modelstock,exact_match,0.2659758203799654
Question Answering,math_precalculus_hard,1parammyl-8b-modelstock,exact_match,0.0716049382716049
Question Answering,MMLU-Pro,1parammyl-8b-modelstock,accuracy,0.4000166223404255
Question Answering,musr,1parammyl-8b-modelstock,accuracy_norm,0.4404761904761904
Question Answering,musr_murder_mysteries,1parammyl-8b-modelstock,accuracy_norm,0.58
Question Answering,musr_object_placements,1parammyl-8b-modelstock,accuracy_norm,0.3828125
Question Answering,musr_team_allocation,1parammyl-8b-modelstock,accuracy_norm,0.36
Question Answering,Big-bench Hard,1up-14b,accuracy_norm,0.6899843777122028
Question Answering,bbh_boolean_expressions,1up-14b,accuracy_norm,0.916
Question Answering,bbh_causal_judgement,1up-14b,accuracy_norm,0.6470588235294118
Question Answering,bbh_date_understanding,1up-14b,accuracy_norm,0.756
Question Answering,bbh_disambiguation_qa,1up-14b,accuracy_norm,0.724
Question Answering,bbh_formal_fallacies,1up-14b,accuracy_norm,0.784
Question Answering,bbh_geometric_shapes,1up-14b,accuracy_norm,0.44
Question Answering,bbh_hyperbaton,1up-14b,accuracy_norm,0.84
Question Answering,bbh_logical_deduction_five_objects,1up-14b,accuracy_norm,0.68
Question Answering,bbh_logical_deduction_seven_objects,1up-14b,accuracy_norm,0.552
Question Answering,bbh_logical_deduction_three_objects,1up-14b,accuracy_norm,0.94
Question Answering,bbh_movie_recommendation,1up-14b,accuracy_norm,0.764
Question Answering,bbh_navigate,1up-14b,accuracy_norm,0.704
Question Answering,bbh_object_counting,1up-14b,accuracy_norm,0.584
Question Answering,bbh_penguins_in_a_table,1up-14b,accuracy_norm,0.7397260273972602
Question Answering,bbh_reasoning_about_colored_objects,1up-14b,accuracy_norm,0.844
Question Answering,bbh_ruin_names,1up-14b,accuracy_norm,0.908
Question Answering,bbh_salient_translation_error_detection,1up-14b,accuracy_norm,0.596
Question Answering,bbh_snarks,1up-14b,accuracy_norm,0.8314606741573034
Question Answering,bbh_sports_understanding,1up-14b,accuracy_norm,0.768
Question Answering,bbh_temporal_sequences,1up-14b,accuracy_norm,1.0
Question Answering,bbh_tracking_shuffled_objects_five_objects,1up-14b,accuracy_norm,0.288
Question Answering,bbh_tracking_shuffled_objects_seven_objects,1up-14b,accuracy_norm,0.34
Question Answering,bbh_tracking_shuffled_objects_three_objects,1up-14b,accuracy_norm,0.408
Question Answering,bbh_web_of_lies,1up-14b,accuracy_norm,0.556
Question Answering,gpqa,1up-14b,accuracy_norm,0.3624161073825503
Question Answering,gpqa_diamond,1up-14b,accuracy_norm,0.3686868686868687
Question Answering,gpqa_extended,1up-14b,accuracy_norm,0.3626373626373626
Question Answering,GPQA,1up-14b,accuracy_norm,0.359375
Question Answering,math_algebra_hard,1up-14b,exact_match,0.6677524429967426
Question Answering,math_counting_and_prob_hard,1up-14b,exact_match,0.3739837398373983
Question Answering,math_geometry_hard,1up-14b,exact_match,0.1969696969696969
Question Answering,math_hard,1up-14b,exact_match,0.4161631419939577
Question Answering,math_intermediate_algebra_hard,1up-14b,exact_match,0.1928571428571428
Question Answering,math_num_theory_hard,1up-14b,exact_match,0.487012987012987
Question Answering,math_prealgebra_hard,1up-14b,exact_match,0.6321243523316062
Question Answering,math_precalculus_hard,1up-14b,exact_match,0.1703703703703703
Question Answering,MMLU-Pro,1up-14b,accuracy,0.5406416223404256
Question Answering,musr,1up-14b,accuracy_norm,0.4576719576719577
Question Answering,musr_murder_mysteries,1up-14b,accuracy_norm,0.56
Question Answering,musr_object_placements,1up-14b,accuracy_norm,0.375
Question Answering,musr_team_allocation,1up-14b,accuracy_norm,0.44
Question Answering,Big-bench Hard,2b-ad,accuracy_norm,0.4079152924839437
Question Answering,bbh_boolean_expressions,2b-ad,accuracy_norm,0.7680000000000001
Question Answering,bbh_causal_judgement,2b-ad,accuracy_norm,0.4919786096256685
Question Answering,bbh_date_understanding,2b-ad,accuracy_norm,0.484
Question Answering,bbh_disambiguation_qa,2b-ad,accuracy_norm,0.424
Question Answering,bbh_formal_fallacies,2b-ad,accuracy_norm,0.464
Question Answering,bbh_geometric_shapes,2b-ad,accuracy_norm,0.464
Question Answering,bbh_hyperbaton,2b-ad,accuracy_norm,0.532
Question Answering,bbh_logical_deduction_five_objects,2b-ad,accuracy_norm,0.216
Question Answering,bbh_logical_deduction_seven_objects,2b-ad,accuracy_norm,0.224
Question Answering,bbh_logical_deduction_three_objects,2b-ad,accuracy_norm,0.36
Question Answering,bbh_movie_recommendation,2b-ad,accuracy_norm,0.632
Question Answering,bbh_navigate,2b-ad,accuracy_norm,0.584
Question Answering,bbh_object_counting,2b-ad,accuracy_norm,0.32
Question Answering,bbh_penguins_in_a_table,2b-ad,accuracy_norm,0.3493150684931507
Question Answering,bbh_reasoning_about_colored_objects,2b-ad,accuracy_norm,0.34
Question Answering,bbh_ruin_names,2b-ad,accuracy_norm,0.32
Question Answering,bbh_salient_translation_error_detection,2b-ad,accuracy_norm,0.32
Question Answering,bbh_snarks,2b-ad,accuracy_norm,0.5280898876404494
Question Answering,bbh_sports_understanding,2b-ad,accuracy_norm,0.58
Question Answering,bbh_temporal_sequences,2b-ad,accuracy_norm,0.204
