model,base_model,finetuned_dataset,eval_accuracy,task_type,learning_rate,batch_size,num_epochs,created_at,last_modified,license,downloads
enguard/tiny-guard-2m-en-prompt-safety-finance-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:46:14.000Z,,15
enguard/small-guard-32m-en-prompt-safety-law-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:46:34.000Z,,15
enguard/tiny-guard-4m-en-prompt-safety-law-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:47:10.000Z,,15
enguard/tiny-guard-2m-en-response-safety-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:49:05.000Z,,15
enguard/small-guard-32m-en-response-safety-finance-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:51:34.000Z,,15
enguard/small-guard-32m-en-general-safety-education-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:34:07.000Z,,14
enguard/medium-guard-128m-xx-general-safety-education-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:34:32.000Z,,14
enguard/tiny-guard-8m-en-general-safety-education-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:34:50.000Z,,14
enguard/tiny-guard-4m-en-general-safety-education-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:35:09.000Z,,14
enguard/tiny-guard-2m-en-general-safety-education-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:35:28.000Z,,14
enguard/medium-guard-128m-xx-general-safety-hr-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:36:14.000Z,,14
enguard/tiny-guard-8m-en-general-safety-hr-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:36:32.000Z,,14
enguard/tiny-guard-4m-en-general-safety-hr-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:36:50.000Z,,14
enguard/tiny-guard-2m-en-general-safety-hr-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:37:08.000Z,,14
enguard/small-guard-32m-en-general-safety-social-media-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:37:49.000Z,,14
enguard/tiny-guard-4m-en-general-safety-social-media-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:38:39.000Z,,14
enguard/tiny-guard-2m-en-general-safety-social-media-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:38:59.000Z,,14
enguard/tiny-guard-4m-en-prompt-response-safety-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:39:20.000Z,,14
enguard/tiny-guard-8m-en-prompt-response-safety-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:39:42.000Z,,14
enguard/medium-guard-128m-xx-prompt-response-safety-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:40:40.000Z,,14
enguard/tiny-guard-8m-en-prompt-safety-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:41:21.000Z,,14
enguard/small-guard-32m-en-prompt-safety-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:41:44.000Z,,14
enguard/medium-guard-128m-xx-prompt-safety-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:42:21.000Z,,14
enguard/tiny-guard-4m-en-prompt-safety-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:42:41.000Z,,14
enguard/medium-guard-128m-xx-prompt-safety-cyber-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:44:02.000Z,,14
enguard/small-guard-32m-en-prompt-safety-finance-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:44:58.000Z,,14
enguard/medium-guard-128m-xx-prompt-safety-finance-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:45:22.000Z,,14
enguard/medium-guard-128m-xx-prompt-safety-law-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:47:33.000Z,,14
enguard/tiny-guard-2m-en-prompt-safety-law-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:47:49.000Z,,14
enguard/tiny-guard-8m-en-response-safety-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:48:46.000Z,,14
enguard/small-guard-32m-en-response-safety-cyber-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:49:56.000Z,,14
enguard/tiny-guard-8m-en-response-safety-cyber-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:50:15.000Z,,14
enguard/tiny-guard-2m-en-response-safety-cyber-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:50:31.000Z,,14
enguard/tiny-guard-4m-en-response-safety-cyber-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:51:13.000Z,,14
enguard/tiny-guard-4m-en-response-safety-finance-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:51:55.000Z,,14
enguard/tiny-guard-2m-en-response-safety-finance-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:53:05.000Z,,14
enguard/tiny-guard-2m-en-response-safety-law-binary-guardset,,AI-Secure/PolyGuard,0.95,sequence_classification,,,,,2025-11-05T19:53:24.000Z,,14
enguard/small-guard-32m-en-response-safety-law-binary-guardset,,AI-Secure/PolyGuard,0.95,sequence_classification,,,,,2025-11-05T19:53:47.000Z,,14
enguard/tiny-guard-4m-en-response-safety-law-binary-guardset,,AI-Secure/PolyGuard,0.95,sequence_classification,,,,,2025-11-05T19:54:43.000Z,,14
enguard/tiny-guard-8m-en-response-safety-law-binary-guardset,,AI-Secure/PolyGuard,0.95,sequence_classification,,,,,2025-11-05T19:55:04.000Z,,14
enguard/tiny-guard-8m-en-prompt-safety-finance-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:45:39.000Z,,13
enguard/medium-guard-128m-xx-response-safety-cyber-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:50:54.000Z,,13
enguard/medium-guard-128m-xx-response-safety-finance-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:52:44.000Z,,12
enguard/tiny-guard-4m-en-prompt-safety-finance-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:45:57.000Z,,11
enguard/small-guard-32m-en-response-safety-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:48:10.000Z,,11
enguard/medium-guard-128m-xx-response-safety-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:49:36.000Z,,11
enguard/tiny-guard-4m-en-response-safety-binary-guardset,,AI-Secure/PolyGuard,,sequence_classification,,,,,2025-11-05T19:48:28.000Z,,8
ENTUM-AI/roberta-clickbait-classifier,roberta-base,contemmcm/clickbait,,sequence_classification,,,,,2026-03-26T11:55:30.000Z,,12
enguard/small-guard-32m-en-prompt-violence-binary-moderation,,enguard/multi-lingual-prompt-moderation,,sequence_classification,,,,,2025-11-05T20:30:56.000Z,,187
enguard/tiny-guard-2m-en-prompt-hate-speech-binary-moderation,,enguard/multi-lingual-prompt-moderation,,sequence_classification,,,,,2025-11-05T20:19:46.000Z,,29
enguard/tiny-guard-2m-en-prompt-violence-binary-moderation,,enguard/multi-lingual-prompt-moderation,,sequence_classification,,,,,2025-11-05T20:31:54.000Z,,29
enguard/medium-guard-128m-xx-prompt-harmfulness-multilabel-moderation,,enguard/multi-lingual-prompt-moderation,,sequence_classification,,,,,2025-11-05T20:11:26.000Z,,28
enguard/medium-guard-128m-xx-prompt-sexual-content-binary-moderation,,enguard/multi-lingual-prompt-moderation,,sequence_classification,,,,,2025-11-05T20:30:25.000Z,,27
enguard/tiny-guard-2m-en-prompt-harassment-binary-moderation,,enguard/multi-lingual-prompt-moderation,,sequence_classification,,,,,2025-11-05T20:02:29.000Z,,25
enguard/tiny-guard-2m-en-prompt-harmfulness-binary-moderation,,enguard/multi-lingual-prompt-moderation,,sequence_classification,,,,,2025-11-05T20:07:52.000Z,,25
enguard/tiny-guard-4m-en-prompt-harmfulness-binary-moderation,,enguard/multi-lingual-prompt-moderation,,sequence_classification,,,,,2025-11-05T20:06:07.000Z,,25
enguard/medium-guard-128m-xx-prompt-harmfulness-binary-moderation,,enguard/multi-lingual-prompt-moderation,,sequence_classification,,,,,2025-11-05T20:09:19.000Z,,25
enguard/tiny-guard-4m-en-prompt-harassment-binary-moderation,,enguard/multi-lingual-prompt-moderation,,sequence_classification,,,,,2025-11-05T20:00:42.000Z,,24
enguard/small-guard-32m-en-prompt-harassment-binary-moderation,,enguard/multi-lingual-prompt-moderation,,sequence_classification,,,,,2025-11-05T20:01:51.000Z,,24
enguard/tiny-guard-8m-en-prompt-harassment-binary-moderation,,enguard/multi-lingual-prompt-moderation,,sequence_classification,,,,,2025-11-05T20:01:15.000Z,,23
enguard/medium-guard-128m-xx-prompt-harassment-binary-moderation,,enguard/multi-lingual-prompt-moderation,,sequence_classification,,,,,2025-11-05T20:03:44.000Z,,23
enguard/small-guard-32m-en-prompt-harmfulness-binary-moderation,,enguard/multi-lingual-prompt-moderation,,sequence_classification,,,,,2025-11-05T20:06:57.000Z,,23
enguard/tiny-guard-4m-en-prompt-self-harm-binary-moderation,,enguard/multi-lingual-prompt-moderation,,sequence_classification,,,,,2025-11-05T20:24:54.000Z,,22
enguard/tiny-guard-4m-en-prompt-sexual-content-binary-moderation,,enguard/multi-lingual-prompt-moderation,,sequence_classification,,,,,2025-11-05T20:27:19.000Z,,22
enguard/tiny-guard-2m-en-prompt-harmfulness-multilabel-moderation,,enguard/multi-lingual-prompt-moderation,,sequence_classification,,,,,2025-11-05T20:13:37.000Z,,21
enguard/medium-guard-128m-xx-prompt-hate-speech-binary-moderation,,enguard/multi-lingual-prompt-moderation,,sequence_classification,,,,,2025-11-05T20:21:04.000Z,,21
enguard/small-guard-32m-en-prompt-self-harm-binary-moderation,,enguard/multi-lingual-prompt-moderation,,sequence_classification,,,,,2025-11-05T20:24:07.000Z,,21
enguard/tiny-guard-2m-en-prompt-self-harm-binary-moderation,,enguard/multi-lingual-prompt-moderation,,sequence_classification,,,,,2025-11-05T20:25:41.000Z,,21
enguard/small-guard-32m-en-prompt-harmfulness-multilabel-moderation,,enguard/multi-lingual-prompt-moderation,,sequence_classification,,,,,2025-11-05T20:10:40.000Z,,20
enguard/tiny-guard-4m-en-prompt-harmfulness-multilabel-moderation,,enguard/multi-lingual-prompt-moderation,,sequence_classification,,,,,2025-11-05T20:12:03.000Z,,20
enguard/tiny-guard-8m-en-prompt-harmfulness-multilabel-moderation,,enguard/multi-lingual-prompt-moderation,,sequence_classification,,,,,2025-11-05T20:12:59.000Z,,20
enguard/tiny-guard-4m-en-prompt-hate-speech-binary-moderation,,enguard/multi-lingual-prompt-moderation,,sequence_classification,,,,,2025-11-05T20:17:28.000Z,,20
enguard/tiny-guard-8m-en-prompt-hate-speech-binary-moderation,,enguard/multi-lingual-prompt-moderation,,sequence_classification,,,,,2025-11-05T20:18:36.000Z,,20
enguard/tiny-guard-8m-en-prompt-self-harm-binary-moderation,,enguard/multi-lingual-prompt-moderation,,sequence_classification,,,,,2025-11-05T20:21:45.000Z,,20
enguard/medium-guard-128m-xx-prompt-self-harm-binary-moderation,,enguard/multi-lingual-prompt-moderation,,sequence_classification,,,,,2025-11-05T20:23:05.000Z,,20
enguard/tiny-guard-8m-en-prompt-sexual-content-binary-moderation,,enguard/multi-lingual-prompt-moderation,,sequence_classification,,,,,2025-11-05T20:26:26.000Z,,20
enguard/small-guard-32m-en-prompt-sexual-content-binary-moderation,,enguard/multi-lingual-prompt-moderation,,sequence_classification,,,,,2025-11-05T20:28:39.000Z,,20
enguard/tiny-guard-2m-en-prompt-sexual-content-binary-moderation,,enguard/multi-lingual-prompt-moderation,,sequence_classification,,,,,2025-11-05T20:29:48.000Z,,20
enguard/tiny-guard-8m-en-prompt-violence-binary-moderation,,enguard/multi-lingual-prompt-moderation,,sequence_classification,,,,,2025-11-05T20:31:26.000Z,,20
enguard/tiny-guard-4m-en-prompt-violence-binary-moderation,,enguard/multi-lingual-prompt-moderation,,sequence_classification,,,,,2025-11-05T20:32:21.000Z,,20
enguard/medium-guard-128m-xx-prompt-violence-binary-moderation,,enguard/multi-lingual-prompt-moderation,,sequence_classification,,,,,2025-11-05T20:32:56.000Z,,20
enguard/small-guard-32m-en-prompt-hate-speech-binary-moderation,,enguard/multi-lingual-prompt-moderation,,sequence_classification,,,,,2025-11-05T20:16:07.000Z,,19
enguard/tiny-guard-8m-en-prompt-harmfulness-binary-moderation,,enguard/multi-lingual-prompt-moderation,,sequence_classification,,,,,2025-11-05T20:05:14.000Z,,10
bikingSolo/vk-nlp-course-hometask-2-reward-model,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-04-27T17:03:46.000Z,,8
dzhuj/reward,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-09T19:43:52.000Z,,5
kuklinmike/trainer_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-24T21:13:25.000Z,,5
liuhailin0123/trainer_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-30T16:11:34.000Z,,4
gsemenyak/llm-course-hw2-reward-model,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-30T19:09:08.000Z,,4
mcnckc/llm-hw2-reward-model,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-06T19:51:13.000Z,,3
efromomr/llm-course-hw2-reward-model,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-09T19:56:04.000Z,,3
tsessk/llm-course-hw2-reward-model,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-08T14:07:53.000Z,,3
efromomr/llm-course-hw2-reward-model-v2,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-07T16:59:35.000Z,,3
kyurakhno/sample_data,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-09T14:11:40.000Z,,3
antoniorusan/trainer_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-28T10:26:43.000Z,,3
georgebu/reward_model,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-28T10:20:47.000Z,,3
Grivind/trainer_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-29T16:18:29.000Z,,3
xinyuema/trainer_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-30T15:18:52.000Z,,3
neuralsrg/trainer_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-29T14:59:10.000Z,,3
AnnaBurikova/trainer_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-27T19:36:41.000Z,,3
dmitry315/trainer_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-28T14:18:42.000Z,,3
scientisto/trainer_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-29T21:29:39.000Z,,3
tuparic/trainer_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-28T23:16:31.000Z,,3
pbedrin/llm-course-hw2-reward-model,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-30T20:29:24.000Z,,3
Hope09/trainer_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-30T10:08:00.000Z,,3
niktati/trainer_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-30T13:00:28.000Z,,3
mibochkov/reward_model_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-11-14T14:49:43.000Z,,3
01eg0/llm-course-hw2-reward-model,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-11-09T12:38:30.000Z,,3
dsmarinina/trainer_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-11-26T13:43:09.000Z,,3
Misha0706/llm-alignment-reward-model,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2026-04-13T19:54:24.000Z,,3
tsessk/content,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-06T22:56:24.000Z,,2
ligaydima/ppo-reward-model,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-08T21:54:10.000Z,,2
denisrtyhb/reward_model,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-07T04:38:18.000Z,,2
ntyazh/content,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-08T19:07:20.000Z,,2
bulat-minnakhmetov/reward_model_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-09T18:36:20.000Z,,2
Pavelslavovich/trainer_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-23T15:17:01.000Z,,2
Yegor25/llm-course-hw2-reward-model,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-18T23:12:17.000Z,,2
mzabelin8/reward_model_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-23T20:31:36.000Z,,2
X1716/test,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-24T12:29:04.000Z,,2
X1716/llm-course-hw2-reward-model,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-29T19:53:51.000Z,,2
fitkovskaja/trainer_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-25T23:47:09.000Z,,2
bychkovgk/trainer_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-27T13:46:48.000Z,,2
dmitrylala/trainer_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-27T17:26:49.000Z,,2
bdvs/trainer_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-29T10:36:17.000Z,,2
zackflying/trainer_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-28T20:25:32.000Z,,2
Aleks2002SH/llm-course-hw2-reward-model,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-29T19:11:20.000Z,,2
pashash0k/reward_model,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-28T21:44:19.000Z,,2
bikmish/llm-course-hw2-reward-model,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-29T11:25:40.000Z,,2
Kosta202422/trainer_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-29T21:07:07.000Z,,2
aloeme/trainer_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-29T21:46:52.000Z,,2
SarasDeras/trainer_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-30T15:31:45.000Z,,2
neirosetochka/trainer_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-30T17:28:33.000Z,,2
mi4r/llm-course-hw2-reward-model,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-30T18:16:26.000Z,,2
hewalote/trainer_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-30T19:04:27.000Z,,2
Seva/trainer_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-30T19:59:00.000Z,,2
spidogan/trainer_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-30T21:02:59.000Z,,2
mansurealism/working,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-04-05T16:07:38.000Z,,2
glbval/trainer_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-04-27T14:24:59.000Z,,2
bikingSolo/trainer_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-04-27T10:51:43.000Z,,2
shlapique/llm-course-hw2-reward-model,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-04-27T19:48:39.000Z,,2
Goshik1/trainer_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-08-26T10:21:06.000Z,,2
01eg0/trainer_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-11-09T12:23:32.000Z,,2
karanny/reward-model-checkpoints,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-11-10T16:31:29.000Z,,2
NickVolya/trainer_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-11-15T13:43:41.000Z,,2
nerhneiro/trainer_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-11-15T15:30:35.000Z,,2
estepr/trainer_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-11-15T17:19:44.000Z,,2
pavlekn/trainer_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-11-29T19:39:52.000Z,,2
Lizanik/trainer_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-11-30T21:22:33.000Z,,2
xiryss/reward_model_output,,HumanLLMs/Human-Like-DPO-Dataset,,sequence_classification,,,,,2025-03-06T19:52:57.000Z,,1
